name,cp,appearances,avg_placement,best_placement,worst_placement,median_placement,placement_std,total_wins,total_losses,total_ties,win_rate,top8_finishes,top16_finishes,top32_finishes,top64_finishes,day2_appearances,day2_rate,top8_rate,top16_rate,placement_consistency
Andrew Long,228,1,221.0,221,221,221.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Nathaniel Morris,125,1,221.0,221,221,221.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Axel Alvarez,442,21,221.42857142857142,96,310,253.0,76.55427579735272,160,76,37,0.5860805860805861,0,0,0,0,21,1.0,0.0,0.0,0.01289419557746853
Dario Marchetta,460,17,221.8235294117647,12,347,215.0,84.66421565079727,131,65,25,0.5927601809954751,0,1,1,1,17,1.0,0.0,0.058823529411764705,0.011673485742009394
Max L,357,6,222.0,63,298,262.0,92.16723929900472,46,23,9,0.5897435897435898,0,0,0,1,6,1.0,0.0,0.0,0.010733386623066792
Jamie Johnson,185,1,222.0,222,222,222.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Daniel Flores,118,1,222.0,222,222,222.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Mia Jones,265,1,222.0,222,222,222.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Ethan Gray,265,1,222.0,222,222,222.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Mia Cox,170,1,222.0,222,222,222.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Mateo Chavez,321,2,222.0,126,318,222.0,135.7645019878171,16,9,1,0.6153846153846154,0,0,0,0,2,1.0,0.0,0.0,0.007311838857784012
Nathaniel Kirksey,391,12,222.0,103,342,230.0,76.35205539889783,91,43,22,0.5833333333333334,0,0,0,0,12,1.0,0.0,0.0,0.012927904692940438
Logan Lopez,122,1,222.0,222,222,222.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
William Carter,244,1,222.0,222,222,222.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
John Mostowy,467,25,222.08,99,341,210.0,74.4792588577518,189,94,42,0.5815384615384616,0,0,0,0,25,1.0,0.0,0.0,0.013248672749749701
Jose Torres,417,13,222.76923076923077,122,304,217.0,54.522401888511,101,51,17,0.5976331360946746,0,0,0,0,13,1.0,0.0,0.0,0.018010748202284193
Teegan Hall,440,19,222.78947368421052,26,327,254.0,86.0197515738026,144,68,35,0.582995951417004,0,0,1,1,19,1.0,0.0,0.0,0.011491643930422932
SETH RAMOS,440,22,222.9090909090909,68,342,222.5,80.80600466308422,169,85,32,0.5909090909090909,0,0,0,0,22,1.0,0.0,0.0,0.012224041549498382
Kai Kim836,171,1,223.0,223,223,223.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Josiah James,280,1,223.0,223,223,223.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Michael L. Hall,202,1,223.0,223,223,223.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Lily Peterson,72,1,223.0,223,223,223.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
jacob eye,374,13,223.30769230769232,107,300,224.0,67.46528071952345,100,50,19,0.591715976331361,0,0,0,0,13,1.0,0.0,0.0,0.014605943180115256
Felix Wong,465,13,223.3846153846154,99,303,220.0,53.75800477066719,101,51,17,0.5976331360946746,0,0,0,0,13,1.0,0.0,0.0,0.018262170146412654
Ayden C,419,17,223.58823529411765,98,333,219.0,68.77141377739137,132,68,21,0.5972850678733032,0,0,0,0,17,1.0,0.0,0.0,0.014332517371520406
LifeWithLaughs,424,15,223.86666666666667,93,328,214.0,72.06134952412489,114,57,24,0.5846153846153846,0,0,0,0,15,1.0,0.0,0.0,0.013687127414335531
Skyler Sanchez,161,1,224.0,224,224,224.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Jackson Myers313,81,2,224.0,222,226,224.0,2.8284271247461903,16,8,2,0.6153846153846154,0,0,0,0,2,1.0,0.0,0.0,0.2612038749637414
Colton Castillo,145,4,224.0,98,315,241.5,90.86620200419222,31,15,6,0.5961538461538461,0,0,0,0,4,1.0,0.0,0.0,0.010885396132457571
Cody Byrd,460,19,224.26315789473685,97,331,214.0,65.3383009210636,147,77,23,0.5951417004048583,0,0,0,0,19,1.0,0.0,0.0,0.015074248000260164
ShukisShuk,454,15,224.93333333333334,96,330,238.0,68.44859037123791,113,53,29,0.5794871794871795,0,0,0,0,15,1.0,0.0,0.0,0.014399140351942253
Christian Campbell,183,1,225.0,225,225,225.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Carter Adams,146,1,225.0,225,225,225.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Emily Gutierrez,276,1,225.0,225,225,225.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Nolan Nguyen,286,2,225.5,140,311,225.5,120.91525958289962,16,9,1,0.6153846153846154,0,0,0,0,2,1.0,0.0,0.0,0.008202418658839196
Alexander C,348,5,225.6,167,311,179.0,73.16966584589545,38,20,7,0.5846153846153846,0,0,0,0,5,1.0,0.0,0.0,0.013482600852991978
Collins Eckard,470,18,225.72222222222223,94,325,252.5,77.91458789299952,138,69,27,0.5897435897435898,0,0,0,0,18,1.0,0.0,0.0,0.012671928305016334
Mateo Hernandez,187,2,226.0,225,227,226.0,1.4142135623730951,16,8,2,0.6153846153846154,0,0,0,0,2,1.0,0.0,0.0,0.4142135623730951
Logan D. Ruiz,155,1,226.0,226,226,226.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Layla Roberts,164,1,226.0,226,226,226.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Landon Baker,203,2,226.0,147,305,226.0,111.72287142747452,15,7,4,0.5769230769230769,0,0,0,0,2,1.0,0.0,0.0,0.008871314111647665
Addison Williams,170,1,226.0,226,226,226.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Jacob Allen,207,1,226.0,226,226,226.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Addison James,220,1,226.0,226,226,226.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Sam Price,90,1,226.0,226,226,226.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Stephen Richardson,466,27,226.11111111111111,67,330,257.0,69.57969052340871,202,96,53,0.5754985754985755,0,0,0,0,27,1.0,0.0,0.0,0.014168381762290901
Bashship,360,10,226.3,60,318,225.5,68.84451079546332,78,39,13,0.6,0,0,0,1,10,1.0,0.0,0.0,0.01431751741992234
Madison Hall700,286,2,226.5,218,235,226.5,12.020815280171307,16,8,2,0.6153846153846154,0,0,0,0,2,1.0,0.0,0.0,0.07680010648203002
NICHOLAS FOLTZ,397,10,226.8,121,338,223.0,79.03135805207674,75,38,17,0.5769230769230769,0,0,0,0,10,1.0,0.0,0.0,0.012495102224171878
Liam Rodriguez,254,2,227.0,224,230,227.0,4.242640687119285,16,8,2,0.6153846153846154,0,0,0,0,2,1.0,0.0,0.0,0.1907435698305462
Lucas Gutierrez,222,1,227.0,227,227,227.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Adam Patel,151,1,227.0,227,227,227.0,0.0,7,2,4,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Matthew Watson,160,1,227.0,227,227,227.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Andrew Z,420,18,227.38888888888889,29,295,251.5,68.9143875432229,137,63,34,0.5854700854700855,0,0,1,1,18,1.0,0.0,0.0,0.014303207610619114
Ardienne Salas,361,10,227.4,97,315,248.5,78.80806501311342,77,39,14,0.5923076923076923,0,0,0,0,10,1.0,0.0,0.0,0.012530061965989128
JackeyNotChen,431,13,227.53846153846155,41,307,256.0,72.48978707907226,99,48,22,0.5857988165680473,0,0,0,1,13,1.0,0.0,0.0,0.013607332933541329
Krystal Florendo,460,17,227.58823529411765,96,330,215.0,84.06921168264383,127,60,34,0.5746606334841629,0,0,0,0,17,1.0,0.0,0.0,0.011755134204494153
Matt Bridges,473,24,227.875,41,331,245.5,78.323916331892,184,98,30,0.5897435897435898,0,0,0,1,24,1.0,0.0,0.0,0.012606538434335375
Carter T. Young,237,1,228.0,228,228,228.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Eli Chavez,58,1,228.0,228,228,228.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Chloe Lee,95,1,228.0,228,228,228.0,0.0,8,5,0,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Noah E. Morgan,103,1,228.0,228,228,228.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Logan Ruiz,237,1,228.0,228,228,228.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Jayden Flores,233,1,228.0,228,228,228.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Zoe Baker,210,1,228.0,228,228,228.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Nicholas C,432,22,228.45454545454547,99,342,230.5,67.6902801440061,165,76,45,0.5769230769230769,0,0,0,0,22,1.0,0.0,0.0,0.014558100475111541
Jorge A,450,16,229.0,95,316,251.0,71.4851966027466,121,61,26,0.5817307692307693,0,0,0,0,16,1.0,0.0,0.0,0.013795920365374413
Ava Davis,222,1,229.0,229,229,229.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Isabella Peterson192,224,1,229.0,229,229,229.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Abigail Bailey,261,1,229.0,229,229,229.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Jeremiah Rivera,191,2,229.0,228,230,229.0,1.4142135623730951,16,8,2,0.6153846153846154,0,0,0,0,2,1.0,0.0,0.0,0.4142135623730951
Lincoln Hughes,267,1,229.0,229,229,229.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Sebastian Morales,327,2,229.0,229,229,229.0,0.0,16,8,2,0.6153846153846154,0,0,0,0,2,1.0,0.0,0.0,1.0
Michael Robinson528,110,3,229.66666666666666,132,319,238.0,93.77810689779002,24,13,2,0.6153846153846154,0,0,0,0,3,1.0,0.0,0.0,0.010550959844327903
Connor Johnson,122,1,230.0,230,230,230.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
William Cox,150,1,230.0,230,230,230.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Michael Gray627,68,2,230.0,228,232,230.0,2.8284271247461903,16,8,2,0.6153846153846154,0,0,0,0,2,1.0,0.0,0.0,0.2612038749637414
Chloe Gomez3,100,1,230.0,230,230,230.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Wyatt Wood,81,1,230.0,230,230,230.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Alex Nelson,206,1,230.0,230,230,230.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Alexander Clark,75,1,230.0,230,230,230.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Adam Cruz,272,1,230.0,230,230,230.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Parker Long,102,2,230.0,225,235,230.0,7.0710678118654755,16,8,2,0.6153846153846154,0,0,0,0,2,1.0,0.0,0.0,0.12389934309929541
Carter Q. Wright,290,2,230.0,223,237,230.0,9.899494936611665,16,8,2,0.6153846153846154,0,0,0,0,2,1.0,0.0,0.0,0.09174737048053264
austin drake,457,22,230.1818181818182,103,339,217.5,68.91791968479355,167,90,29,0.583916083916084,0,0,0,0,22,1.0,0.0,0.0,0.014302485035427765
Justin Stites,477,26,230.19230769230768,60,344,248.0,73.91563798318688,194,95,49,0.5739644970414202,0,0,0,1,26,1.0,0.0,0.0,0.013348347914015327
Tianqi Zhang,424,13,230.30769230769232,95,315,221.0,59.10778941248581,101,53,15,0.5976331360946746,0,0,0,0,13,1.0,0.0,0.0,0.01663677885635695
Jeremy Castro,477,18,230.72222222222223,94,339,220.0,78.6195646624453,137,73,24,0.5854700854700855,0,0,0,0,18,1.0,0.0,0.0,0.012559727049998262
Ava Edwards,257,1,231.0,231,231,231.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Mia Harris661,133,1,231.0,231,231,231.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Casey Howard,92,1,231.0,231,231,231.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Morgan Cooper,250,1,231.0,231,231,231.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Jaxon Robinson,174,1,231.0,231,231,231.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Julian Reed,118,2,231.0,142,320,231.0,125.86500705120545,15,7,4,0.5769230769230769,0,0,0,0,2,1.0,0.0,0.0,0.007882394233394702
Cam C,457,23,231.04347826086956,98,325,232.0,68.98186735451146,173,87,39,0.5785953177257525,0,0,0,0,23,1.0,0.0,0.0,0.014289415784437964
Josh Stapler,400,10,231.4,102,348,223.0,77.27469040881223,76,41,13,0.5846153846153846,0,0,0,0,10,1.0,0.0,0.0,0.012775521624898296
Zach Prah,440,14,231.42857142857142,119,325,250.0,67.60258789506427,106,54,22,0.5824175824175825,0,0,0,0,14,1.0,0.0,0.0,0.014576709577335735
Tyler Ashlock,410,17,231.47058823529412,140,336,221.0,58.919561317803044,127,63,31,0.5746606334841629,0,0,0,0,17,1.0,0.0,0.0,0.016689040740738605
Riley Reyes,104,2,231.5,225,238,231.5,9.192388155425117,16,8,2,0.6153846153846154,0,0,0,0,2,1.0,0.0,0.0,0.09811243299910322
Gregory Minklei,467,21,231.71428571428572,42,318,223.0,73.3138069241687,159,80,34,0.5824175824175825,0,0,0,1,21,1.0,0.0,0.0,0.013456449634190052
Blake Roberts,246,1,232.0,232,232,232.0,0.0,7,2,4,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Christian Watson,156,2,232.0,227,237,232.0,7.0710678118654755,16,8,2,0.6153846153846154,0,0,0,0,2,1.0,0.0,0.0,0.12389934309929541
Carter Robinson,191,1,232.0,232,232,232.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Logan N. Clark,138,1,232.0,232,232,232.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Julian King,52,1,232.0,232,232,232.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
domenick ritchie,460,20,232.2,107,323,239.0,57.619075788638284,151,77,32,0.5807692307692308,0,0,0,0,20,1.0,0.0,0.0,0.01705929318308739
Eric Zhao,494,19,232.3684210526316,98,304,245.0,55.74366982130078,145,77,25,0.5870445344129555,0,0,0,0,19,1.0,0.0,0.0,0.01762311114436617
Nathaniel Edelman,444,16,232.5,69,337,279.0,85.29243811733839,120,61,27,0.5769230769230769,0,0,0,0,16,1.0,0.0,0.0,0.011588500937245786
Chloe Brown,109,2,232.5,184,281,232.5,68.58935777509511,15,7,4,0.5769230769230769,0,0,0,0,2,1.0,0.0,0.0,0.014370013346464358
Jamie King268,134,2,232.5,228,237,232.5,6.363961030678928,16,8,2,0.6153846153846154,0,0,0,0,2,1.0,0.0,0.0,0.13579648178933995
tommyhunterTCG,396,13,232.92307692307693,25,340,226.0,93.94010639627565,97,51,21,0.5739644970414202,0,0,1,1,13,1.0,0.0,0.0,0.010532956386482713
Lincoln Allen,159,1,233.0,233,233,233.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Aiden Reed,120,1,233.0,233,233,233.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Aaron Garcia,219,1,233.0,233,233,233.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Ella Murphy,162,1,233.0,233,233,233.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Connor Smith,257,1,233.0,233,233,233.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Caleb Perez,96,1,233.0,233,233,233.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Blake Ramos,222,1,233.0,233,233,233.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
DANIEL POWELL,420,13,233.07692307692307,98,347,216.0,75.0738098345683,98,52,19,0.5798816568047337,0,0,0,0,13,1.0,0.0,0.0,0.013145128424284534
Lily Garcia,317,3,233.33333333333334,224,247,229.0,12.096831541082704,24,13,2,0.6153846153846154,0,0,0,0,3,1.0,0.0,0.0,0.07635434546616539
Ramon Miranda,394,10,233.4,97,328,246.0,77.50010752680713,74,36,20,0.5692307692307692,0,0,0,0,10,1.0,0.0,0.0,0.012738836053931625
Nathan Baker,195,2,233.5,228,239,233.5,7.7781745930520225,16,8,2,0.6153846153846154,0,0,0,0,2,1.0,0.0,0.0,0.11391890072356342
Andrew Nunez,407,13,233.53846153846155,158,309,226.0,53.06539265317743,98,50,21,0.5798816568047337,0,0,0,0,13,1.0,0.0,0.0,0.018496120178297267
foamsoap,388,9,233.55555555555554,94,311,241.0,68.24058746653473,68,35,14,0.5811965811965812,0,0,0,0,9,1.0,0.0,0.0,0.014442396238814678
China Ross,405,14,233.71428571428572,118,329,238.0,76.50784632605044,103,50,29,0.5659340659340659,0,0,0,0,14,1.0,0.0,0.0,0.012901919578481427
Lawerance M,342,4,233.75,170,282,241.5,47.37351580788574,31,16,5,0.5961538461538461,0,0,0,0,4,1.0,0.0,0.0,0.020672468876801846
Ethan Mitchell,139,1,234.0,234,234,234.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Brody Young,305,1,234.0,234,234,234.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Christian Wilson,53,1,234.0,234,234,234.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Sam A. Alvarez,156,1,234.0,234,234,234.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Lincoln Morgan,142,1,234.0,234,234,234.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Blake Carter,274,1,234.0,234,234,234.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Joshua Marsden,388,9,234.11111111111111,67,339,219.0,79.39370951851986,69,37,11,0.5897435897435898,0,0,0,0,9,1.0,0.0,0.0,0.012438784153499416
Karthik Vemulapalli,449,23,234.56521739130434,68,332,241.0,75.65761758616398,173,90,36,0.5785953177257525,0,0,0,0,23,1.0,0.0,0.0,0.013045017983711656
Sammy Goldschein,411,9,234.66666666666666,123,325,252.0,74.4983221287567,67,35,15,0.5726495726495726,0,0,0,0,9,1.0,0.0,0.0,0.013245327469590323
Colton Carter,271,3,234.66666666666666,181,293,230.0,56.1456439390745,23,11,5,0.5897435897435898,0,0,0,0,3,1.0,0.0,0.0,0.01749914658527856
Addison Ward,253,1,235.0,235,235,235.0,0.0,7,2,4,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Jackson K. Campbell,105,1,235.0,235,235,235.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Grace James,294,1,235.0,235,235,235.0,0.0,8,5,0,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Morgan Brown801,153,1,235.0,235,235,235.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Drew Morales,185,1,235.0,235,235,235.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Alex Lee,287,1,235.0,235,235,235.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Jordan Turner,155,3,235.33333333333334,187,328,191.0,80.2766051433002,22,11,6,0.5641025641025641,0,0,0,0,3,1.0,0.0,0.0,0.012303663498701533
LARRY SMITH,400,15,235.4,26,330,273.0,84.8273877605913,111,53,31,0.5692307692307692,0,0,1,1,15,1.0,0.0,0.0,0.011651292508044413
Christina Korsak,435,12,235.41666666666666,141,310,231.0,56.84821630420516,91,47,18,0.5833333333333334,0,0,0,0,12,1.0,0.0,0.0,0.017286617702114128
maj48,451,17,235.47058823529412,163,316,237.0,49.36106467533245,129,68,24,0.583710407239819,0,0,0,0,17,1.0,0.0,0.0,0.01985660959407425
Lucas Roberts129,75,2,235.5,180,291,235.5,78.48885271170677,15,7,4,0.5769230769230769,0,0,0,0,2,1.0,0.0,0.0,0.012580380341213861
Harry Rachel,347,8,235.5,136,310,235.0,60.74537019394976,61,32,11,0.5865384615384616,0,0,0,0,8,1.0,0.0,0.0,0.016195546271062553
Caleb Ramos,292,2,235.5,182,289,235.5,75.66042558696059,15,7,4,0.5769230769230769,0,0,0,0,2,1.0,0.0,0.0,0.0130445401567154
Luke Hall926,80,1,236.0,236,236,236.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Alexander Gomez581,94,1,236.0,236,236,236.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Liam R. Smith,122,2,236.0,231,241,236.0,7.0710678118654755,16,8,2,0.6153846153846154,0,0,0,0,2,1.0,0.0,0.0,0.12389934309929541
Wyatt Ward,124,1,236.0,236,236,236.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Skyler Murphy,186,4,236.25,182,289,237.0,43.96494815949027,31,16,5,0.5961538461538461,0,0,0,0,4,1.0,0.0,0.0,0.02223954526652647
Max Korobov,465,25,236.32,94,335,258.0,70.62855890738061,187,96,42,0.5753846153846154,0,0,0,0,25,1.0,0.0,0.0,0.013960911893998191
Eduardo Melendez,480,25,236.44,95,324,254.0,62.910041593797516,187,96,42,0.5753846153846154,0,0,0,0,25,1.0,0.0,0.0,0.01564699341546118
Jacob R. Hernandez,114,2,236.5,182,291,236.5,77.07463914933368,15,7,4,0.5769230769230769,0,0,0,0,2,1.0,0.0,0.0,0.012808256444032946
Rose Little,460,22,236.6818181818182,99,335,238.0,58.56082419049556,167,88,31,0.583916083916084,0,0,0,0,22,1.0,0.0,0.0,0.016789559472878742
Dexter S,440,10,236.7,100,312,262.0,72.43702245552493,74,37,19,0.5692307692307692,0,0,0,0,10,1.0,0.0,0.0,0.013617109825028948
Donald Cao,430,13,236.76923076923077,116,296,250.0,53.20111816831461,98,51,20,0.5798816568047337,0,0,0,0,13,1.0,0.0,0.0,0.018449803874795136
Liam Reyes428,208,1,237.0,237,237,237.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Josiah Evans,319,1,237.0,237,237,237.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
William Miller,214,1,237.0,237,237,237.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Adrian Diaz,61,1,237.0,237,237,237.0,0.0,8,5,0,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Drew Gutierrez,153,1,237.0,237,237,237.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Kabir Virji,429,10,237.3,169,282,252.5,41.10704184064926,74,36,20,0.5692307692307692,0,0,0,0,10,1.0,0.0,0.0,0.02374899675413961
Jayden B. Baker,211,3,237.33333333333334,187,295,230.0,54.3721742560782,23,12,4,0.5897435897435898,0,0,0,0,3,1.0,0.0,0.0,0.01805961231313271
Michael Morton,467,14,237.5,128,310,233.5,54.114906235926135,107,57,18,0.5879120879120879,0,0,0,0,14,1.0,0.0,0.0,0.018143911843365515
John Hunschofsky,374,11,237.9090909090909,160,331,225.0,51.53727688858724,84,47,12,0.5874125874125874,0,0,0,0,11,1.0,0.0,0.0,0.019034104148957738
Alex Miller,319,1,238.0,238,238,238.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Jackson B. Cook,61,1,238.0,238,238,238.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Abigail Bailey596,89,3,238.33333333333334,175,292,248.0,59.095967149487734,23,12,4,0.5897435897435898,0,0,0,0,3,1.0,0.0,0.0,0.016640051694525797
andrew williamson,400,16,238.5,101,347,227.5,63.86757132275085,121,66,21,0.5817307692307693,0,0,0,0,16,1.0,0.0,0.0,0.01541602343988594
Kyle Sanchez,427,16,238.875,59,337,260.5,74.33785486995617,119,61,28,0.5721153846153846,0,0,0,1,16,1.0,0.0,0.0,0.013273539600060844
Nathan Rogers,128,1,239.0,239,239,239.0,0.0,8,5,0,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Madison Thomas,79,1,239.0,239,239,239.0,0.0,7,2,4,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Julian Torres,301,2,239.0,238,240,239.0,1.4142135623730951,16,9,1,0.6153846153846154,0,0,0,0,2,1.0,0.0,0.0,0.4142135623730951
JAMES WASHER,420,21,239.76190476190476,66,337,250.0,70.33911057292718,156,81,36,0.5714285714285714,0,0,0,0,21,1.0,0.0,0.0,0.014017556316149177
Asher Kier,360,7,239.85714285714286,219,301,221.0,33.52823969645375,54,29,8,0.5934065934065934,0,0,0,0,7,1.0,0.0,0.0,0.028961800798165384
I-Chen Lin,437,15,239.93333333333334,41,324,260.0,68.86785137043955,113,60,22,0.5794871794871795,0,0,0,1,15,1.0,0.0,0.0,0.014312734403380992
Grayson Rogers,277,1,240.0,240,240,240.0,0.0,7,2,4,0.5384615384615384,0,0,0,0,1,1.0,0.0,0.0,1.0
Parker Jackson,274,2,240.0,221,259,240.0,26.870057685088806,15,7,4,0.5769230769230769,0,0,0,0,2,1.0,0.0,0.0,0.03588080122758503
Harper Wood,195,1,240.0,240,240,240.0,0.0,8,4,1,0.6153846153846154,0,0,0,0,1,1.0,0.0,0.0,1.0
Alex Thomas,237,2,240.0,233,247,240.0,9.899494936611665,16,9,1,0.6153846153846154,0,0,0,0,2,1.0,0.0,0.0,0.09174737048053264
Jackson Peterson,299,3,240.0,183,297,240.0,57.0,23,11,5,0.5897435897435898,0,0,0,0,3,1.0,0.0,0.0,0.017241379310344827
